,period,state,stateName,timePeriod,sector,sectorName,all-other-costs,customer-incentive,energy-savings,potential-peak-savings,all-other-costs-units,customer-incentive-units,energy-savings-units,potential-peak-savings-units
195,2022,NY,New York,Expected Life Cycle of Programs,IND,industrial,4131,20860,1918235,19.3,thousand dollars,thousand dollars,megawatthours,megawatts
196,2022,NV,Nevada,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
197,2022,NM,New Mexico,Expected Life Cycle of Programs,IND,industrial,4553,3093,669420,3.2,thousand dollars,thousand dollars,megawatthours,megawatts
198,2022,NJ,New Jersey,Expected Life Cycle of Programs,IND,industrial,252,648,44020,.6,thousand dollars,thousand dollars,megawatthours,megawatts
199,2022,NH,New Hampshire,Expected Life Cycle of Programs,IND,industrial,239,741,54943,3.6,thousand dollars,thousand dollars,megawatthours,megawatts
200,2022,NE,Nebraska,Expected Life Cycle of Programs,IND,industrial,151,493,68186,1.2,thousand dollars,thousand dollars,megawatthours,megawatts
201,2022,WY,Wyoming,Expected Life Cycle of Programs,COM,commercial,1357,1920,129832,1.5,thousand dollars,thousand dollars,megawatthours,megawatts
202,2022,WV,West Virginia,Expected Life Cycle of Programs,COM,commercial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
203,2022,WI,Wisconsin,Expected Life Cycle of Programs,COM,commercial,10194,16157,2913207,29.6,thousand dollars,thousand dollars,megawatthours,megawatts
204,2022,WA,Washington,Expected Life Cycle of Programs,COM,commercial,31026,68436,2771121,356.9,thousand dollars,thousand dollars,megawatthours,megawatts
205,2022,VT,Vermont,Expected Life Cycle of Programs,COM,commercial,11671,12233,813860,8.4,thousand dollars,thousand dollars,megawatthours,megawatts
206,2022,VA,Virginia,Expected Life Cycle of Programs,COM,commercial,9489,10431,817870,18.4,thousand dollars,thousand dollars,megawatthours,megawatts
207,2022,UT,Utah,Expected Life Cycle of Programs,COM,commercial,10910,16223,1673273,16,thousand dollars,thousand dollars,megawatthours,megawatts
208,2022,US,United States,Expected Life Cycle of Programs,COM,commercial,964655,1531745,137420139,2449.3,thousand dollars,thousand dollars,megawatthours,megawatts
209,2022,TX,Texas,Expected Life Cycle of Programs,COM,commercial,8294,52373,6621429,144.5,thousand dollars,thousand dollars,megawatthours,megawatts
210,2022,TN,Tennessee,Expected Life Cycle of Programs,COM,commercial,2683,2118,165863,1.1,thousand dollars,thousand dollars,megawatthours,megawatts
211,2022,SD,South Dakota,Expected Life Cycle of Programs,COM,commercial,308,975,214059,5.2,thousand dollars,thousand dollars,megawatthours,megawatts
212,2022,SC,South Carolina,Expected Life Cycle of Programs,COM,commercial,6097,15300,1793276,20.2,thousand dollars,thousand dollars,megawatthours,megawatts
213,2022,RI,Rhode Island,Expected Life Cycle of Programs,COM,commercial,5383,20438,444717,7.9,thousand dollars,thousand dollars,megawatthours,megawatts
214,2022,PA,Pennsylvania,Expected Life Cycle of Programs,COM,commercial,18346,40676,3887653,53.1,thousand dollars,thousand dollars,megawatthours,megawatts
215,2022,OR,Oregon,Expected Life Cycle of Programs,COM,commercial,27704,27604,2111096,26.3,thousand dollars,thousand dollars,megawatthours,megawatts
216,2022,OK,Oklahoma,Expected Life Cycle of Programs,COM,commercial,8589,11221,1488692,20.2,thousand dollars,thousand dollars,megawatthours,megawatts
217,2022,OH,Ohio,Expected Life Cycle of Programs,COM,commercial,23,289,74347,2.1,thousand dollars,thousand dollars,megawatthours,megawatts
218,2022,NY,New York,Expected Life Cycle of Programs,COM,commercial,41277,149054,9415539,94.5,thousand dollars,thousand dollars,megawatthours,megawatts
219,2022,NV,Nevada,Expected Life Cycle of Programs,COM,commercial,7710,7028,1605228,28.7,thousand dollars,thousand dollars,megawatthours,megawatts
220,2022,NM,New Mexico,Expected Life Cycle of Programs,COM,commercial,6303,6121,509289,6.2,thousand dollars,thousand dollars,megawatthours,megawatts
221,2022,NJ,New Jersey,Expected Life Cycle of Programs,COM,commercial,67809,164445,8448783,139.3,thousand dollars,thousand dollars,megawatthours,megawatts
222,2022,NH,New Hampshire,Expected Life Cycle of Programs,COM,commercial,4170,20766,841380,14.7,thousand dollars,thousand dollars,megawatthours,megawatts
223,2022,NE,Nebraska,Expected Life Cycle of Programs,COM,commercial,726,1358,263242,5.1,thousand dollars,thousand dollars,megawatthours,megawatts
224,2022,ND,North Dakota,Expected Life Cycle of Programs,COM,commercial,24,24,1884,.5,thousand dollars,thousand dollars,megawatthours,megawatts
225,2022,NC,North Carolina,Expected Life Cycle of Programs,COM,commercial,14731,30938,3258588,60.9,thousand dollars,thousand dollars,megawatthours,megawatts
226,2022,MT,Montana,Expected Life Cycle of Programs,COM,commercial,4982,3885,809759,.4,thousand dollars,thousand dollars,megawatthours,megawatts
227,2022,MS,Mississippi,Expected Life Cycle of Programs,COM,commercial,4004,5597,396167,6.5,thousand dollars,thousand dollars,megawatthours,megawatts
228,2022,MO,Missouri,Expected Life Cycle of Programs,COM,commercial,19596,23044,2785611,50.7,thousand dollars,thousand dollars,megawatthours,megawatts
229,2022,MN,Minnesota,Expected Life Cycle of Programs,COM,commercial,27513,37763,6194712,105.1,thousand dollars,thousand dollars,megawatthours,megawatts
230,2022,MI,Michigan,Expected Life Cycle of Programs,COM,commercial,117984,50379,11577447,175,thousand dollars,thousand dollars,megawatthours,megawatts
231,2022,ME,Maine,Expected Life Cycle of Programs,COM,commercial,3146,10964,595246,6.6,thousand dollars,thousand dollars,megawatthours,megawatts
232,2022,MD,Maryland,Expected Life Cycle of Programs,COM,commercial,38374,82817,4084905,48.8,thousand dollars,thousand dollars,megawatthours,megawatts
233,2022,MA,Massachusetts,Expected Life Cycle of Programs,COM,commercial,31570,95867,3751923,46.9,thousand dollars,thousand dollars,megawatthours,megawatts
234,2022,LA,Louisiana,Expected Life Cycle of Programs,COM,commercial,6519,8102,1009130,13.5,thousand dollars,thousand dollars,megawatthours,megawatts
235,2022,KY,Kentucky,Expected Life Cycle of Programs,COM,commercial,488,681,1135403,10.9,thousand dollars,thousand dollars,megawatthours,megawatts
236,2022,KS,Kansas,Expected Life Cycle of Programs,COM,commercial,13,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
237,2022,IN,Indiana,Expected Life Cycle of Programs,COM,commercial,16666,33035,4074546,43.8,thousand dollars,thousand dollars,megawatthours,megawatts
238,2022,IL,Illinois,Expected Life Cycle of Programs,COM,commercial,71744,190317,13061949,180.8,thousand dollars,thousand dollars,megawatthours,megawatts
239,2022,ID,Idaho,Expected Life Cycle of Programs,COM,commercial,6510,9133,1052265,169.9,thousand dollars,thousand dollars,megawatthours,megawatts
240,2022,IA,Iowa,Expected Life Cycle of Programs,COM,commercial,4988,12013,1801660,27.5,thousand dollars,thousand dollars,megawatthours,megawatts
241,2022,HI,Hawaii,Expected Life Cycle of Programs,COM,commercial,5095,11923,707792,7.8,thousand dollars,thousand dollars,megawatthours,megawatts
242,2022,GA,Georgia,Expected Life Cycle of Programs,COM,commercial,11573,15148,4908670,100.1,thousand dollars,thousand dollars,megawatthours,megawatts
243,2022,FL,Florida,Expected Life Cycle of Programs,COM,commercial,8704,34313,975489,20.6,thousand dollars,thousand dollars,megawatthours,megawatts
244,2022,DE,Delaware,Expected Life Cycle of Programs,COM,commercial,107,3464,118727,0,thousand dollars,thousand dollars,megawatthours,megawatts
245,2022,DC,District of Columbia,Expected Life Cycle of Programs,COM,commercial,5483,4307,416920,4.4,thousand dollars,thousand dollars,megawatthours,megawatts
246,2022,CT,Connecticut,Expected Life Cycle of Programs,COM,commercial,7119,52600,1669156,35.8,thousand dollars,thousand dollars,megawatthours,megawatts
247,2022,CO,Colorado,Expected Life Cycle of Programs,COM,commercial,17408,34756,4858083,57.9,thousand dollars,thousand dollars,megawatthours,megawatts
248,2022,CA,California,Expected Life Cycle of Programs,COM,commercial,233872,100990,15203230,184.2,thousand dollars,thousand dollars,megawatthours,megawatts
249,2022,AZ,Arizona,Expected Life Cycle of Programs,COM,commercial,17795,21673,4910762,65.9,thousand dollars,thousand dollars,megawatthours,megawatts
250,2022,AR,Arkansas,Expected Life Cycle of Programs,COM,commercial,7612,12432,1038525,24.9,thousand dollars,thousand dollars,megawatthours,megawatts
251,2022,AL,Alabama,Expected Life Cycle of Programs,COM,commercial,969,415,17838,.2,thousand dollars,thousand dollars,megawatthours,megawatts
252,2022,AK,Alaska,Expected Life Cycle of Programs,COM,commercial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
253,2022,WY,Wyoming,Expected Life Cycle of Programs,RES,residential,1395,468,53968,1.5,thousand dollars,thousand dollars,megawatthours,megawatts
254,2022,WV,West Virginia,Expected Life Cycle of Programs,RES,residential,1658,1572,29136,2.1,thousand dollars,thousand dollars,megawatthours,megawatts
255,2022,WI,Wisconsin,Expected Life Cycle of Programs,RES,residential,14962,26915,2731594,33,thousand dollars,thousand dollars,megawatthours,megawatts
256,2022,WA,Washington,Expected Life Cycle of Programs,RES,residential,29088,52652,1979270,167.3,thousand dollars,thousand dollars,megawatthours,megawatts
257,2022,VT,Vermont,Expected Life Cycle of Programs,RES,residential,8195,10435,420364,6.4,thousand dollars,thousand dollars,megawatthours,megawatts
258,2022,VA,Virginia,Expected Life Cycle of Programs,RES,residential,29793,28352,3126418,28.6,thousand dollars,thousand dollars,megawatthours,megawatts
259,2022,UT,Utah,Expected Life Cycle of Programs,RES,residential,10053,13105,1001542,19.5,thousand dollars,thousand dollars,megawatthours,megawatts
260,2021,US,United States,Expected Life Cycle of Programs,RES,residential,1178407,1574404,122339730,2628.2,thousand dollars,thousand dollars,megawatthours,megawatts
261,2021,ND,North Dakota,Expected Life Cycle of Programs,COM,commercial,76,76,2414,.7,thousand dollars,thousand dollars,megawatthours,megawatts
262,2021,NC,North Carolina,Expected Life Cycle of Programs,COM,commercial,17345,32443,3768750,62.7,thousand dollars,thousand dollars,megawatthours,megawatts
263,2021,MT,Montana,Expected Life Cycle of Programs,COM,commercial,3705,3966,692636,.3,thousand dollars,thousand dollars,megawatthours,megawatts
264,2021,KY,Kentucky,Expected Life Cycle of Programs,TOT,all sectors,3615,4662,2118372,21.2,thousand dollars,thousand dollars,megawatthours,megawatts
265,2021,KS,Kansas,Expected Life Cycle of Programs,TOT,all sectors,95,169,5160,.5,thousand dollars,thousand dollars,megawatthours,megawatts
266,2021,IN,Indiana,Expected Life Cycle of Programs,TOT,all sectors,42723,41401,5717030,91.4,thousand dollars,thousand dollars,megawatthours,megawatts
267,2021,IL,Illinois,Expected Life Cycle of Programs,TOT,all sectors,122697,278064,28438715,381.4,thousand dollars,thousand dollars,megawatthours,megawatts
268,2021,ID,Idaho,Expected Life Cycle of Programs,TOT,all sectors,18883,20968,2172059,317,thousand dollars,thousand dollars,megawatthours,megawatts
269,2021,IA,Iowa,Expected Life Cycle of Programs,TOT,all sectors,17745,29776,3041069,59.4,thousand dollars,thousand dollars,megawatthours,megawatts
270,2021,HI,Hawaii,Expected Life Cycle of Programs,TOT,all sectors,9683,22391,1308409,17.9,thousand dollars,thousand dollars,megawatthours,megawatts
271,2021,GA,Georgia,Expected Life Cycle of Programs,TOT,all sectors,17904,20332,4997480,115.1,thousand dollars,thousand dollars,megawatthours,megawatts
272,2021,FL,Florida,Expected Life Cycle of Programs,TOT,all sectors,60978,19076,3463124,113.1,thousand dollars,thousand dollars,megawatthours,megawatts
273,2021,DE,Delaware,Expected Life Cycle of Programs,TOT,all sectors,3338,7821,405865,59.1,thousand dollars,thousand dollars,megawatthours,megawatts
274,2021,DC,District of Columbia,Expected Life Cycle of Programs,TOT,all sectors,6435,9153,1012345,10.2,thousand dollars,thousand dollars,megawatthours,megawatts
275,2021,CT,Connecticut,Expected Life Cycle of Programs,TOT,all sectors,41641,151970,3323976,53.6,thousand dollars,thousand dollars,megawatthours,megawatts
276,2021,CO,Colorado,Expected Life Cycle of Programs,TOT,all sectors,28859,58103,9268505,130,thousand dollars,thousand dollars,megawatthours,megawatts
277,2021,CA,California,Expected Life Cycle of Programs,TOT,all sectors,448291,246646,36811021,473.2,thousand dollars,thousand dollars,megawatthours,megawatts
278,2021,AZ,Arizona,Expected Life Cycle of Programs,TOT,all sectors,39888,56271,11713222,287.8,thousand dollars,thousand dollars,megawatthours,megawatts
279,2021,AR,Arkansas,Expected Life Cycle of Programs,TOT,all sectors,23366,43262,5449575,68,thousand dollars,thousand dollars,megawatthours,megawatts
280,2021,AL,Alabama,Expected Life Cycle of Programs,TOT,all sectors,4222,1761,72070,8.4,thousand dollars,thousand dollars,megawatthours,megawatts
281,2021,AK,Alaska,Expected Life Cycle of Programs,TOT,all sectors,8,0,1243,.1,thousand dollars,thousand dollars,megawatthours,megawatts
282,2021,ND,North Dakota,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
283,2021,NC,North Carolina,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
284,2021,MT,Montana,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
285,2021,MS,Mississippi,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
286,2021,MO,Missouri,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
287,2021,MN,Minnesota,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
288,2021,MI,Michigan,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
289,2021,ME,Maine,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
290,2021,MD,Maryland,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
291,2021,MA,Massachusetts,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
292,2021,LA,Louisiana,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
293,2021,KY,Kentucky,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
294,2021,KS,Kansas,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
295,2021,IN,Indiana,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
296,2021,IL,Illinois,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
297,2021,ID,Idaho,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
298,2021,IA,Iowa,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
299,2021,HI,Hawaii,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
300,2021,GA,Georgia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
301,2021,FL,Florida,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
302,2021,DE,Delaware,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
303,2021,DC,District of Columbia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
304,2021,CT,Connecticut,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
305,2021,CO,Colorado,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
306,2021,CA,California,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
